Repo,Error
kerneltoast/android_kernel_google_floral,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
jameskdev/android_kernel_samsung_a21s-common,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
hisilicon/linux-hisi,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
wadiehabib/kernel_xiaomi_raphael,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
KamioRinn/Metaphysics_LGE_G820_Kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
sjp38/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
starfive-tech/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
okta-10/mystic_kernel_sdm660-4.19,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
Who8MyLunch/Ping_Sweep,Unrelevant
GuaiYiHu/android_kernel_xiaomi_gauguin,Unrelevant
dev-harsh1998/android_kernel_realme_sm6150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
hisilicon/kernel-dev,Unrelevant
raquelredo/Projects,Unrelevant
LineageOS/android_kernel_oneplus_sm8350,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
gautamkrishnar/hatter,Unrelevant
PixelExperience-Devices/kernel_oneplus_sm8250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
ztc1997/android_kernel_xiaomi_sm6150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
cxy0303/vue-lodop-design,Unrelevant
kristofpetho/kernel_oneplus_sm8250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
zhengrui315/Udacity-AIND-Classical-Planning,Unrelevant
Sreyas-Sreelal/samp-ai-chatbot,Unrelevant
Lanik123/msm-4.19,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
GZR-Kernels/Optimus_Drunk_Surya,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
LexPredict/lexpredict-contraxsuite-samples,Unrelevant
smx-smx/sdm845-linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
Mellanox/NVMEoF-P2P,Unrelevant
CSL-KU/riscv-linux,Unrelevant
Decalogue/aiml3,Unrelevant
aiyanbo/aims,Unrelevant
stephenrawson/udacity-ai-nanodegree,Unrelevant
PixelExperience-Devices/kernel_xiaomi_sm6150,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
ThunderStorms21th/S20-priv,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
cyberknight777/caf_msm-4.14,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
danos/linux-vyatta,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
creatorrr/pyAIML,Unrelevant
hobson/aima,Unrelevant
ibeltagy/pl-semantics,Unrelevant
GrapheneOS/kernel_common-5.10,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
chaldeaprjkt/kernel_xiaomi_vayu,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
kaustubh03/amelia_2.0,Unrelevant
YumeMichi/kernel_oneplus_sm8250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
alephsecurity/kvm,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
nikhilkumarsingh/NIKBOT,Unrelevant
wbg-bigdata/projectratingsml,Unrelevant
OnePlusOSS/android_kernel_oneplus_sm7225,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
eqvinox/vpls-linux-kernel,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
AdarshGrewal/android_kernel_xiaomi_sweet,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
mpegman/Py3kAiml,Unrelevant
altera-opensource/linux-socfpga,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
intel/mainline-tracking,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
LineageOS/android_kernel_xiaomi_sm8250,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
theVakhovskeIsTaken/valve_linux_neptune,"404 {""message"": ""Not Found"", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#get-a-repository""}"
newkin1996/xssPlatform,Unrelevant
anamestre/FIB-IA-P1-Azamon,Unrelevant
adekmaulana/android_kernel_xiaomi_msm8953,Unrelevant
ni/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
android-rpi/kernel_rpi,Unrelevant
osl/concolic-walk,Unrelevant
beagleboard/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
ronaldeddings/AIND-Planning,Unrelevant
stefan-rz/udacity-aind,Unrelevant
Evolution-X-Devices/kernel_xiaomi_raphael,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
King-Kernel/KingKernel-floral,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
fyu1/linux,"403 {""message"": ""The history or contributor list is too large to list contributors for this repository via the API."", ""documentation_url"": ""https://docs.github.com/rest/reference/repos#list-repository-contributors""}"
